species,owner,country_of_origin,farm_name,lot_number,mill,company,altitude,region,producer,number_of_bags,bag_weight,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture
Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,corta pico,2016-2017-1,la catedral del cafe,cafe de don balbino s.c. de r.l. de c.v.,1600,sierra madre occidental,BALBINO RAMIREZ FLORES,50,50 kg,Centro Agroecológico del Café A.C.,2017,"March 7th, 2017",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Typica,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10,10,10,7.67,0.11
Arabica,troy quimby,Costa Rica,estate la patricia,LP-C211-181,micro beneficio la cabaña-javier meza,bold coast coffee,1900,tarrazu,Manuel Montero,29,46 kg,Specialty Coffee Association,2016,"January 30th, 2017",Troy Quimby,Catuai,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10,10,10,7.58,0.11
Arabica,rodrigo soto,Costa Rica,coopellanobonito,s16292,coocafe r.l,panamerican coffee trading,NA,tarrazu,Coopellanobonito,275,69 kg,Specialty Coffee Association of Costa Rica,2015,"September 20th, 2016",Rodrigo Soto,NA,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10,10,10,7.67,0.11
Arabica,juan luis alvarado romero,Guatemala,linda vista,11-973-152,linda vista,mercon guatemala s.a.,2100,nuevo oriente,PABLO CHUY,275,0 kg,Asociacion Nacional Del Café,2016,"August 12th, 2016",Juan Luis Alvarado Romero,Pacas,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,7.67,0.11
Arabica,kawacom uganda ltd,Uganda,kawacom uganda ltd sipi farmers group,035/170/5061178,kawacom,kawacom uganda ltd,NA,"sipi, mt elgon",Kawacom Uganda LTD,150,9000 kg,Uganda Coffee Development Authority,2015,"May 19th, 2016",Kawacom Uganda LTD,SL14,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10,10,10,7.67,0.12
Arabica,bourbon specialty coffees,Brazil,NA,43102245 - P4615,dinamo armazens gerais ltda,bourbon specialty coffees,NA,campos altos - cerrado,NA,300,60 kg,Brazil Specialty Coffee Association,2016,"January 12th, 2016",BOURBON SPECIALTY COFFEES,NA,NA,7.58,7.67,7.42,7.5,7.67,7.42,10,10,10,8,0.12
Arabica,carcafe ltda ci,Colombia,NA,NA,neiva,carcafe ltda,442 msnm,huila,FRANKLIN DUSSAN,304,35 kg,Almacafé,2015/2016,"November 27th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10,10,10,7.58,0
Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,los charcos,NA,la yerba,productos y servicios chilindron s.a. de c.v.,1261,cuarenteño,Rafael Arroyo Zoto,11,2 kg,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015,"July 14th, 2015",PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Typica,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10,10,10,7.42,0.12
Arabica,"lin, che-hao krude 林哲豪",Taiwan,sunshine valley estate 向陽高山咖啡,NA,sunshine valley estate 向陽高山咖啡,taiwan coffee laboratory,1000 m,natou county,LIN YEN CHIEN 林言謙,10,15 kg,Specialty Coffee Association,2015,"June 18th, 2015","Lin, Che-Hao Krude 林哲豪",Bourbon,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10,10,10,7.58,0.1
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,以勒咖啡,NA,以勒咖啡,宸嶧國際,800公尺,南投國姓,蘇詠晴,10,60 kg,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.92,7.83,7.75,7.58,7.5,7.33,10,10,10,7.33,0.1
Arabica,compañia colombiana agroindustrial s.a,Colombia,NA,NA,trilladora boananza,ecom cca sa,1483,eje cafetero,NA,250,70 kg,Almacafé,2014,"June 24th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10,10,10,7.67,0
Arabica,juan luis alvarado romero,Guatemala,finca medina,NA,beneficio siembras vision (154),"siembras vision, s.a.",1500 msnm,antigua,"SIEMBRAS VISIÓN, S.A.",26,69 kg,Asociacion Nacional Del Café,2014,"March 7th, 2014",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10,10,10,7.67,0.1
Arabica,exportadora de cafe condor s.a,Colombia,NA,NA,trilladora boananza,exportadora de cafe condor s.a,1750 msnm,huila,NA,275,70 kg,Almacafé,2013,"August 2nd, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10,10,10,7.58,0.11
Arabica,calixto guillen vazquez,Mexico,various,NA,productores de cafes especiales sc,"finca triunfo verde, s.c.",1300,chiapas,VRIOS PRODUCTORES,200,1 kg,AMECAFE,2013,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Bourbon,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10,10,10,7.75,0.12
Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,kona pacific farmers cooperative,NA,kona,NA,11,100 lbs,Specialty Coffee Association,2012,"March 21st, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.58,7.75,7.83,8,8.08,7.67,9.33,10,9.33,7.67,0.11
Arabica,ernesto rodriguez luna,Mexico,finca teocelo,NA,monte blanco,finca teocelo,NA,veracruz,ERNESTO RODRIGUEZ LUNA,10,1 kg,AMECAFE,2012,"August 1st, 2012",ERNESTO RODRIGUEZ LUNA,Mundo Novo,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,0.13
Arabica,modesto landeros flores,Mexico,mata larga,NA,finca mata larga,NA,1000,fortín de las flores,MODESTO LANDEROS FLORES,54,1 kg,AMECAFE,2012,"July 11th, 2012",MODESTO LANDEROS FLORES,Caturra,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10,10,10,7.58,0.12
Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,NA,beneficio ixchel,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del Café,2012,"July 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10,10,10,7.42,0.11
Arabica,nucoffee,Brazil,água limpa,NA,NA,nucoffee,1200m,grama valley,Eliane de Andrade Cyrino Noqueira,30,60 kg,NUCOFFEE,2012,"February 23rd, 2012",NUCOFFEE,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10,10,10,7.58,0.11
Arabica,exportadora de cafe condor s.a,Colombia,NA,NA,trilladora boananza,exportadora de cafe condor s.a,175,huila,NA,250,70 kg,Almacafé,2012,"February 22nd, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10,10,10,7.58,0.12
Arabica,racafe & cia s.c.a,Colombia,NA,NA,NA,c.i.racafe & cia s.c.a,de 1600 a 1950 msnm,la plata,La Plata,175,70 kg,Almacafé,2012,"February 9th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10,10,10,7.67,0.11
Arabica,exportadora de cafe condor s.a,Colombia,NA,NA,trilladora bonanza - armenia quindioa,NA,1600-1800msnm,huila,NA,250,70 kg,Almacafé,1T/2011,"June 14th, 2011",Exportadora de Cafe Condor S.A,NA,NA,7.92,7.75,7.25,7.42,7.83,7.58,10,10,10,7.5,0.08
Arabica,exportadora de cafe condor s.a,Colombia,NA,NA,trilladora bonanza - armenia quindioa,NA,1880 msnm,cauca,NA,250,70 kg,Almacafé,4t/2010,"February 22nd, 2011",Exportadora de Cafe Condor S.A,NA,NA,8,7.67,7.67,7.25,7.67,7.5,10,10,10,7.5,0.13
Arabica,exportadora de cafe condor s.a,Colombia,NA,NA,trilladora bonanza - armenia quindio,NA,1800 m.s.n.m,cundinamarca,Exportadora de Café Cóndor S.A,250,70 kg,Almacafé,4T/2010,"January 17th, 2011",Exportadora de Cafe Condor S.A,NA,NA,7.92,7.75,7.5,7.42,7.42,7.67,10,10,10,7.58,0.04
Arabica,ipanema coffees,Brazil,fazenda capoeirnha,019/17,dry mill,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10,10,10,7.75,0.11
Arabica,juan luis alvarado romero,Guatemala,beneficio el torreon,11/23/0673,beneficio ixchel,"unex guatemala, s.a.",1901,oriente,AGROINDUSTRIAS CAFETALERAS,275,69 kg,Asociacion Nacional Del Café,2017,"August 24th, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10,10,10,7.67,0.1
Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",mamsera,AA,rafiki (coffee) limited,volcafe/taylorwinch tanzania ltd,16.8,moshi,Mamsera,320,60 kg,Tanzanian Coffee Board,2016,"June 20th, 2017",Taylor Winch (T) Ltd,Bourbon,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10,10,10,7.58,0.12
Arabica,andrea bernal,Peru,NA,1,procesadora del sur sa,prodlesur sa,NA,NA,NA,200,13800 kg,Central De Organizaciones Productoras De Café y Cacao Del Perú - Central Café & Cacao,2017,"June 16th, 2017",ANDREA BERNAL,NA,NA,7.92,7.5,7.5,7.58,7.67,7.5,10,10,10,7.5,0.11
Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,Oriental Paris Natural Coffee,yes,"sunvirtue co., ltd.",1550,dala,"Yeh, Li Chuan",1,2 kg,Specialty Coffee Association,2017,"May 8th, 2017","Sunvirtue Co., Ltd.",Catimor,Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10,10,10,7.58,0.07
Arabica,juan luis alvarado romero,Guatemala,finca medina,11/11711/58,beneficio siembras vision (154),"siembras vision, s.a.",1500,antigua,FINCA MEDINA,250,1500 kg,Asociacion Nacional Del Café,2016,"May 23rd, 2016",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10,10,10,7.5,0.11
Arabica,cadexsa,Honduras,bethel,427,dry mill,cadexsa,1450,marcala,JOSE OMAR ACOSTA,275,69 kg,Instituto Hondureño del Café,2016,"May 2nd, 2016",CADEXSA,Catuai,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,0.11
Arabica,yunnan coffee exchange,China,chen lin,YNC-16056,mojiang jinggong estate speciality development co.ltd mill,yunnan coffee exchange,1200,yunnan,Mojiang Jinggong Estate Speciality Development Co.Ltd,3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10,10,10,7.67,0.11
Arabica,yunnan coffee exchange,China,yunnan success trade co.ltd,YNC-16028,yunnan success trade co.ltd mill,yunnan coffee exchange,1600,dehong prefecture,Yunnan Success Trade Co.Ltd,3,60 kg,Yunnan Coffee Exchange,2015,"April 5th, 2016",Yunnan Coffee Exchange,Catimor,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10,10,10,7.67,0.1
Arabica,consejo salvadoreño del café,El Salvador,agua caliente,1,agua caliente,consejo salvadoreño del café,1350,apaneca,Ecom Agroindustrial Corp. Ltd.,275,69 kg,Salvadoran Coffee Council,2016,"March 29th, 2016",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.5,7.5,7.33,7.67,8,7.67,10,10,10,7.5,0
Arabica,juan luis alvarado romero,Guatemala,finca medina,NA,beneficio siembras vision (154),"siembras vision, s.a.",1500msnm,antigua,FINCA MEDINA,150,69 kg,Asociacion Nacional Del Café,2015,"October 29th, 2015",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10,10,10,7.5,0.11
Arabica,juan luis alvarado romero,Guatemala,"la esperanza, margarita nuyes",NA,beneficio ixchel,"unex guatemala, s.a.",1400-1900 psn,oriente,PAPATURRO,100,69 kg,Asociacion Nacional Del Café,2015,"September 29th, 2015",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10,10,10,7.42,0.12
Arabica,taylor winch (coffee) ltd.,Kenya,NA,NA,NA,taylor winch (coffee) ltd,approx.1'500 metres a.s.l.,kenya,NA,300,2 kg,Kenya Coffee Traders Association,2014,"July 3rd, 2015",Taylor Winch (Coffee) Ltd.,SL28,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,0.1
Arabica,doi tung development project,Thailand,NA,NA,NA,doi tung development project,800++,thailand,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2014,"June 9th, 2015",Doi Tung Development Project,NA,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10,10,10,7.5,0.12
Arabica,tutunze kahawa ltd,"Tanzania, United Republic Of",myanganyanga,NA,tutunze kahawa ltd,tutunze kahawa ltd,1653,mbinga,Tutunze Kahawa Ltd,180,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",Tutunze Kahawa Ltd,Other,Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10,10,10,7.67,0.13
Arabica,racafe & cia s.c.a,Colombia,NA,NA,NA,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,232,70 kg,Almacafé,2014,"November 5th, 2014",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10,10,10,7.75,0
Arabica,kabum trading company,Uganda,kaptanya,NA,gumutindo,kabum trading company,1800,eastern,Kabum Trading Company,84,60 kg,Uganda Coffee Development Authority,2014,"October 28th, 2014",Kabum Trading company,SL14,Washed / Wet,8,7.67,7.5,7.42,7.33,7.58,10,10,10,7.67,0.1
Arabica,cafe politico,Colombia,unkown,NA,unkown,green mountain coffee,NA,NA,unkown,1,4 lbs,Specialty Coffee Association,2014,"August 25th, 2014",Cafe Politico,NA,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10,10,10,7.58,0.11
Arabica,mayra yessenia torres,Honduras,el cerron,NA,rio hamaca,"olam honduras, s.a.",1450 msnn,san marcos,Nelson Melgar Melgar,275,1 kg,Instituto Hondureño del Café,2013,"April 12th, 2014",Mayra Yessenia Torres,Catuai,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10,10,10,7.67,0.1
Arabica,NA,Honduras,los hicaques,NA,cigrah sps,cigrah,1350,comayagua,Reynerio Zepeda,275,1 kg,Instituto Hondureño del Café,2014/2015,"April 8th, 2014",NA,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,0.11
Arabica,juan luis alvarado romero,Guatemala,nueva granada,NA,beneficio nueva granada,"agricola nueva granada, s.a.",5000 pies,san marcos,"AGRICOLA NUEVA GRANADA, S.A.",200,69 kg,Asociacion Nacional Del Café,2014,"March 27th, 2014",Juan Luis Alvarado Romero,Catuai,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10,10,10,7.67,0.09
Arabica,eileen koyanagi,United States (Hawaii),NA,NA,NA,kona pacific farmers cooperative,NA,kona,NA,6,100 lbs,Specialty Coffee Association,2013,"February 7th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10,10,10,7.58,0.11
Arabica,balam hinyula,"Tanzania, United Republic Of",NA,NA,rafiki (coffee) limited,taylor winch (t) ltd,1800,kilimanjaro,NA,300,1 kg,Tanzanian Coffee Board,2014,"January 31st, 2014",Balam Hinyula,Bourbon,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10,10,10,7.58,0.12
Arabica,juan luis alvarado romero,Guatemala,finca el morito,NA,beneficio ixchel,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2013,"April 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10,10,10,7.5,0.11
Arabica,nestor mendez gomez,Mexico,santa cecilia,NA,"angel albino corzo, chiapas",cesmach s.c.,1500,chiapas,MARGARITO ROBLERO VAZQUEZ,45,1 kg,AMECAFE,2013,"March 29th, 2013",NESTOR MENDEZ GOMEZ,Typica,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10,10,10,7.75,0.11
Arabica,saul m. hernandez ramirez,Mexico,tlapacoya,NA,"el chipoco, municipio de tlanchinol",NA,532,"tlanchinol, hidalgo",AMADOR HERNANDEZ DIONICIO,10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Typica,Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10,10,10,7.67,0.12
Arabica,saul m. hernandez ramirez,Mexico,la loma,NA,el pedregal,NA,1089,san bartolo tutotepec,"TREJO VELASCO, ROMAN",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Pacamara,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10,10,10,7.67,0.14
Arabica,racafe & cia s.c.a,Colombia,NA,NA,NA,c.i.racafe & cia s.c.a,de 1.600 a 1.950 msnm,huila,LA PLATA,275,70 kg,Almacafé,2012,"August 31st, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10,10,10,7.25,0.11
Arabica,fernando mendoza aparicio,Mexico,el mirador,NA,el mirador,NA,700,san isidro,FERNANDO MENDOZA APARICIO,15,1 kg,AMECAFE,2012,"July 11th, 2012",FERNANDO MENDOZA APARICIO,Typica,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10,10,10,7.58,0.13
Arabica,exportadora de cafe condor s.a,Colombia,NA,NA,trilladora bonanza - armenia quindioa,exportadora de cafe condor s.a,1750 msnm,huila,NA,250,70 kg,Almacafé,2012,"June 8th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10,10,10,7.5,0.11
Arabica,alfredo bojalil,Mexico,finca nueva linda,NA,agroindustrias unidas de mexico,ecomtrading,1380,la concordia,OCTAVIO MOGUEL FARRERA,250,1 kg,AMECAFE,2012,"June 6th, 2012",ALFREDO BOJALIL,Typica,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10,10,10,7.58,0.11
Arabica,nucoffee,Brazil,campo das flores,NA,NA,nucoffee,1000m,south of minas,Giovane Senna Bonacorssi,50,60 kg,NUCOFFEE,2012,"March 19th, 2012",NUCOFFEE,Mundo Novo,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10,10,10,7.5,0.12
Arabica,nucoffee,Brazil,são francisco da serra,NA,NA,nucoffee,950m,mogiana,Maria Aparecida Ferreira Azevedo,100,60 kg,NUCOFFEE,2012,"February 17th, 2012",NUCOFFEE,Mundo Novo,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10,10,10,7.67,0.11
Arabica,felipe isaza,Guatemala,conquista / morito,NA,beneficio ixchel,coffee resources inc.,4600 ft.,oriente,Conquista / Morito,250,2 kg,Specialty Coffee Association,2012,"February 1st, 2012",Felipe Isaza,Bourbon,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,7.5,0
Arabica,nucoffee,Brazil,fazenda do lobo,NA,NA,nucoffee,1000m,south of minas,Andrea Galvão Noqueira,25,60 kg,NUCOFFEE,2011,"December 3rd, 2011",NUCOFFEE,Mundo Novo,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10,10,10,7.58,0.12
Arabica,nucoffee,Brazil,olhos d'agua,NA,NA,NA,900m,south of minas,Mario Dornelles Alvarenga,90,60 kg,NUCOFFEE,2011,"October 28th, 2011",NUCOFFEE,NA,NA,7.58,7.75,7.67,7.5,7.67,7.58,10,10,10,7.42,0.02
Arabica,the coffee source inc.,El Salvador,several,NA,la majada cooperative,NA,1200 mts,santa ana,Several,250,69 kg,Specialty Coffee Association,2010-2011,"August 23rd, 2011",The Coffee Source Inc.,NA,NA,7.42,7.83,8.17,8.08,7.17,7.58,10,9.33,10,7.58,0.14
Arabica,ethiopia commodity exchange,Ethiopia,tega and tula special coffee farm,NA,NA,NA,1850 m,limu,Tega and Tula Special Coffee Farm,300,6,Ethiopia Commodity Exchange,August to December,"June 16th, 2010",Ethiopia Commodity Exchange,NA,NA,7.75,8,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92,0.01
Arabica,carcafe ltda ci,Colombia,NA,3-59-1694,bogota,carcafe ltda,1799,cundinamarca,Orlando Moreno / Willson Sanchez,275,70 kg,Almacafé,2016,"February 20th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10,10,10,7.5,0
Arabica,racafe & cia s.c.a,Colombia,NA,3-37-0278,bachue,racafe & cia s.c.a,NA,huila,La Plata,275,70 kg,Almacafé,2016,"January 10th, 2017",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.75,7.5,7.5,7.42,8,7.75,10,10,10,7.17,0
Arabica,ipanema coffees,Brazil,capoeirinha,261/15,dry mill,ipanema coffees,905,south of minas,Ipanema Agricola,320,60 kg,Brazil Specialty Coffee Association,2015,"April 25th, 2016",Ipanema Coffees,Yellow Bourbon,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,7.58,0.11
Arabica,ipanema coffees,Brazil,rio verde,NA,ipanema comercial e exportadora sa,ipanema coffees,1,south of minas,Ipanema Agrícola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,7.92,0
Arabica,"lin, che-hao krude 林哲豪",Taiwan,kan tou mountain coffee 崁頭山咖啡館,NA,kan tou mountain coffee 崁頭山咖啡館,taiwan coffee laboratory,700-800m,"dongshan dist., tainan city 臺南市東山區",Tseng ju feng / Kuo jun hong 曾如楓 / 郭俊宏,20,60 kg,Specialty Coffee Association,2015,"May 19th, 2015","Lin, Che-Hao Krude 林哲豪",Typica,Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10,10,7.75,0
Arabica,bourbon specialty coffees,Brazil,NA,NA,NA,bourbon specialty coffees,NA,chapadão de ferro (cerrado mineiro),NA,300,60 kg,Brazil Specialty Coffee Association,2015,"April 20th, 2015",BOURBON SPECIALTY COFFEES,Mundo Novo,Natural / Dry,7.42,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,0.11
Arabica,ipanema coffees,Brazil,rio verde,NA,ipanema coffees,ipanema coffees,1200,south of minas,Ipanema Agrícola SA,300,2 kg,Specialty Coffee Association,2014/2015,"October 16th, 2014",Ipanema Coffees,Bourbon,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10,10,10,7.67,0
Arabica,eric thormaehlen,Costa Rica,various,NA,coricafe sa,coricafe s.a.,1200-1400,central valley,VARIOS,250,1 kg,Specialty Coffee Association of Costa Rica,2014,"July 15th, 2014",Eric Thormaehlen,Catuai,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,7.5,0.1
Arabica,eileen koyanagi,United States (Hawaii),NA,NA,NA,kona pacific farmers cooperative,NA,kona,NA,16,100 lbs,Specialty Coffee Association,2013,"February 19th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10,10,10,7.58,0.12
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,alishan zou zhu yuan 阿里山鄒築園,NA,alishan zou zhu yuan 阿里山鄒築園,blossom valley宸嶧國際,1300 m,chiayi alishan 嘉義縣阿里山鄉,Fang zheng lun 方政倫,50,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.75,7.75,7.5,7.5,7.5,7.5,10,10,10,7.58,0.11
Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,kona pacific farmers cooperative,NA,kona,NA,6,100 lbs,Specialty Coffee Association,2012,"March 8th, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10,10,10,7.5,0.1
Arabica,maria luisa del carmen rojas narvaez,Mexico,santa maria,NA,NA,finca las nubes,1400,santa catarina juquila,MARIA LUISA DEL CARMEN ROJAS NARVAEZ,10,1 kg,AMECAFE,2012,"June 6th, 2012",MARIA LUISA DEL CARMEN ROJAS NARVAEZ,Other,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10,10,10,7.5,0.1
Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,kona pacific farmers cooperative,NA,kona,NA,7,100 lbs,Specialty Coffee Association,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.67,7.58,7.5,7.67,7.92,8,9.33,9.33,10,8.08,0
Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,cqi,NA,kona,NA,6,100 lbs,Specialty Coffee Association,2012,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10,10,10,7.42,0.12
Arabica,racafe & cia s.c.a,Colombia,NA,NA,NA,NA,de 1.600 a 1.950 msn,huila,"Grupo Monserrate, La Plata",275,70 kg,Almacafé,Mayo a Julio,"July 29th, 2011",Racafe & Cia S.C.A,Caturra,NA,7.33,7.33,7.33,7.58,7.25,8.08,10,10,10,8.17,0.01
Arabica,exportadora de cafe condor s.a,Colombia,NA,NA,trilladora bonanza - armenia quindioa,NA,1880 msnm,cauca,NA,250,70 kg,Almacafé,47/2010,"February 22nd, 2011",Exportadora de Cafe Condor S.A,NA,NA,7.83,7.75,7.33,7.25,7.42,7.92,10,10,10,7.58,0.08
Arabica,specialty coffee association of indonesia,Indonesia,lintong nihuta,NA,pt. menacom,NA,1300-1400m,dolok sanggul,PT. MENACOM,10,60 kg,Specialty Coffee Association of Indonesia,2010,"November 29th, 2010",Specialty Coffee Association of Indonesia,NA,NA,7.67,7.58,7.5,7.58,7.67,7.58,10,10,10,7.5,0
Arabica,chris finch,Guatemala,NA,NA,NA,NA,NA,NA,NA,275,69 kg,Specialty Coffee Association,NA,"November 11th, 2010",Chris Finch,NA,NA,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10,10,7.75,0.02
